"FS Lin","SS Log","FL1 Log","FL2 Log","FL3 Log","FL4 Log","FL5 Log"
726,0.591881082994116,0.384446102799712,0.343328438016707,0.506470348170507,0.151542367809210,0.150492979148870
527,0.579418047575081,0.358090854945044,0.262430509724191,0.581200590507501,0.228656878414890,0.202303599215116
707,0.567813168189284,0.409494432911366,0.37179664134119,0.684527124733494,0.183371292540019,0.261497815323131
625,0.576742857104671,0.407579902497849,0.313700605163659,0.557967132030868,0.161362102255135,0.214175622695954
654,0.585653817185493,0.376671178467619,0.226165913043895,0.607858057407542,0.194059239855938,0.140279459933373
984,0.655534316836593,0.444549008408857,0.307786743279463,0.546296562840502,0.194724220966719,0.171754154191287
632,0.585653817185493,0.384446102799712,0.307786743279463,0.514662297605807,0.167291481291287,0.199491561253654
563,0.593658802575914,0.350225945404854,0.214175622695954,0.544497573622266,0.177071557205383,0.145018731380577
693,0.638797087949753,0.430419611243593,0.284329312589461,0.540896650628897,0.173309128978783,0.210360301592275
606,0.61494365721071,0.420938564569721,0.272806580486754,0.546296562840502,0.296985336054750,0.160502026996677
547,0.51193448587976,0.338394673319409,0.245967461561916,0.51920253600366,0.140279459933373,0.164940248736627
785,0.653774177471793,0.451106215483896,0.39893907178823,0.68715866078394,0.257786672914962,0.140279459933373
209,0.587433883900336,0.264301525715948,0.261497815323131,0.422838791105066,0.145018731380577,0.173835068385563
582,0.622020658211421,0.433254223593108,0.41331732873535,0.648491465815105,0.305818349289740,0.278545025785751
694,0.639678919993987,0.444549008408857,0.336419918223748,0.59099197716754,0.203016510694019,0.140279459933373
647,0.645848781067736,0.423788147113161,0.324563618926047,0.512844066957349,0.171754154191287,0.156400988328558
626,0.61494365721071,0.381534098529382,0.232023448734304,0.613173084606865,0.265239772398733,0.165403320798019
165,0.430419611243593,0.208116557082828,0.207376318697083,0.231177046607856,0.181605650010004,0.169237834303805
429,0.567813168189284,0.362994878061971,0.342342090635241,0.664329550930648,0.254108759679802,0.212638240623736
668,0.61405843859737,0.426633199381427,0.299924552865763,0.556174158820723,0.223704949036996,0.176522456496951
485,0.56334084744967,0.374722731821464,0.397013246974146,0.618483198986599,0.267121556704060,0.155233599845476
802,0.642323774366231,0.40182397040703,0.337407372460796,0.51920253600366,0.140279459933373,0.208116557082828
883,0.663450425192382,0.447362019176649,0.336419918223748,0.595435874427052,0.141602453589765,0.140279459933373
187,0.426633199381427,0.221274744825972,0.178181472416481,0.231177046607856,0.170736402643872,0.140279459933373
547,0.61494365721071,0.368866547920421,0.247759640188542,0.56334084744967,0.169733635746363,0.158822198286243
173,0.277585234113443,0.140279459933373,0.235439936165745,0.522829369551227,0.178181472416481,0.141066417195949
628,0.603424944919196,0.33543232376894,0.271855157449252,0.664329550930648,0.215727826366646,0.140279459933373
617,0.565130393380684,0.414271770359505,0.373747820375976,0.643205181411445,0.217294683481912,0.169733635746363
584,0.606971725447777,0.418084423539314,0.255024990396885,0.556174158820723,0.168745733831007,0.170233153496669
291,0.428527399760189,0.16634019279706,0.326539995183568,0.714317311421552,0.259638241659144,0.140279459933373
778,0.676628615387707,0.342342090635241,0.32950458986508,0.640560644506718,0.181605650010004,0.156796455796649
371,0.39893907178823,0.505558530479263,0.304834801321944,0.731810723629735,0.723066485324963,0.503733909185275
695,0.606085249352797,0.399901217123282,0.232023448734304,0.607858057407542,0.166814026627726,0.196743303664015
655,0.630855615748439,0.403744670601839,0.222081350052879,0.558863289375474,0.210360301592275,0.140279459933373
301,0.434198112267997,0.418084423539314,0.460435073421994,0.565130393380684,0.351210191887716,0.326539995183568
561,0.648491465815105,0.436084425669404,0.295029198942614,0.605198627992826,0.216509434133377,0.205907447843523
189,0.432309844864813,0.245075200706715,0.203016510694019,0.280468392646033,0.159237162188545,0.140801836156987
596,0.585653817185493,0.365932579194558,0.23033379664679,0.585653817185493,0.179875784505171,0.171754154191287
751,0.574065981658382,0.40662186593712,0.376671178467619,0.716942606717853,0.181605650010004,0.150839880430613
276,0.605198627992826,0.348256569656263,0.317648619366148,0.638797087949753,0.202303599215116,0.194724220966719
215,0.471572446139952,0.245075200706715,0.213405068833102,0.718692541359957,0.249561781327291,0.148143904307162
652,0.61494365721071,0.272806580486754,0.307786743279463,0.645848781067736,0.23033379664679,0.146862120354825
196,0.399901217123282,0.214175622695954,0.16634019279706,0.205907447843523,0.158410531669826,0.170233153496669
819,0.648491465815105,0.482650905054512,0.332468835480985,0.557967132030868,0.140279459933373,0.178181472416481
834,0.684527124733494,0.508293008226672,0.478041795094857,0.641442262346675,0.325551793923222,0.210360301592275
824,0.650252758171119,0.313700605163659,0.295029198942614,0.607858057407542,0.227823271636467,0.151189670120080
739,0.637915147508898,0.328516409471957,0.336419918223748,0.600763302119727,0.196066256873814,0.140279459933373
331,0.534585290557682,0.175977245746161,0.283362392853609,0.730062251334779,0.158410531669826,0.140279459933373
579,0.590102705627282,0.390256851013871,0.235439936165745,0.601650667029677,0.233725581744281,0.140279459933373
637,0.601650667029677,0.319623752397046,0.284329312589461,0.609630293401202,0.208860644258667,0.185172899926102
463,0.452041119617036,0.198109430350217,0.211115838461421,0.58030940985411,0.158822198286243,0.146237238572002
501,0.570494126543261,0.365932579194558,0.343328438016707,0.642323774366231,0.198109430350217,0.161797245314680
826,0.664329550930648,0.481729856995562,0.279506090033501,0.574065981658382,0.140279459933373,0.140279459933373
713,0.627323083479833,0.369843682925459,0.308771540986705,0.623788627185174,0.211115838461421,0.183371292540019
750,0.521016538660012,0.462295554374572,0.414271770359505,0.655534316836593,0.201594638931909,0.174898448025698
977,0.635268667058686,0.40662186593712,0.35612665264182,0.517387345588464,0.180448444205294,0.192088479379025
315,0.527356424038935,0.145622826217966,0.295029198942614,0.733559014452757,0.164024746412181,0.140279459933373
456,0.469720411442728,0.229493730258852,0.208860644258667,0.470646634478409,0.147819407725247,0.140279459933373
862,0.629972659733243,0.37179664134119,0.302869127130412,0.51193448587976,0.226165913043895,0.140279459933373
590,0.627323083479833,0.423788147113161,0.250466494772263,0.598988114480156,0.145018731380577,0.152982630801945
840,0.535487690890414,0.333456768437105,0.306802338059224,0.498252004317859,0.163123316426449,0.175435913518267
882,0.629972659733243,0.400862850180983,0.40182397040703,0.534585290557682,0.200188610986799,0.140279459933373
249,0.423788147113161,0.56334084744967,0.231177046607856,0.664329550930648,0.140279459933373,0.476195411202944
675,0.601650667029677,0.423788147113161,0.269956905233921,0.56334084744967,0.208860644258667,0.140279459933373
889,0.635268667058686,0.407579902497849,0.399901217123282,0.637915147508898,0.294052217151829,0.277585234113443
689,0.632621179272578,0.327528205863718,0.286266334773665,0.591881082994116,0.170736402643872,0.162235816543637
604,0.571387382661058,0.382505251364152,0.338394673319409,0.643205181411445,0.167772573247934,0.140279459933373
738,0.601650667029677,0.285297304030371,0.260567046745838,0.662571212990782,0.16634019279706,0.161362102255135
847,0.657294084136253,0.437968797820157,0.386384998416716,0.521923099581909,0.173309128978783,0.202303599215116
759,0.622020658211421,0.403744670601839,0.298944182722262,0.611401966215199,0.218876016213984,0.145928733232941
187,0.318636108753548,0.193398287644562,0.198109430350217,0.531876497718254,0.171754154191287,0.188255890082703
442,0.578526502286961,0.375697185802696,0.232872971194181,0.534585290557682,0.140279459933373,0.142147774681471
546,0.533682626160806,0.428527399760189,0.325551793923222,0.705562772434465,0.140279459933373,0.267121556704060
247,0.448298759169222,0.176522456496951,0.253194757033311,0.666966416344732,0.224521889216861,0.140279459933373
852,0.650252758171119,0.456708871220304,0.306802338059224,0.574065981658382,0.209608564537159,0.163123316426449
467,0.610516199655431,0.409494432911366,0.232023448734304,0.532779695838002,0.175977245746161,0.140279459933373
485,0.568707020795868,0.40182397040703,0.380562464597876,0.611401966215199,0.221274744825972,0.187631241909896
852,0.644967683931748,0.352194131843378,0.301887051542692,0.622904705251892,0.237166246337142,0.174898448025698
266,0.481729856995562,0.255943411389996,0.211115838461421,0.297964434643167,0.175435913518267,0.168745733831007
620,0.599875784998553,0.39604956908159,0.218876016213984,0.566024855998128,0.140279459933373,0.202303599215116
648,0.629089586309926,0.43702685358426,0.306802338059224,0.57763477259731,0.23033379664679,0.187631241909896
540,0.576742857104671,0.39604956908159,0.252283020211930,0.532779695838002,0.202303599215116,0.153720720340875
403,0.439851241970584,0.384446102799712,0.296006914761259,0.562445761046978,0.197424363331222,0.397976414823837
571,0.566919113760625,0.363974517009122,0.353177756395209,0.676628615387707,0.301887051542692,0.181025063276694
664,0.568707020795868,0.366910990862085,0.39604956908159,0.69417308126887,0.243298519444439,0.140279459933373
551,0.601650667029677,0.333456768437105,0.231177046607856,0.644967683931748,0.204454144375473,0.140279459933373
337,0.486331294331022,0.305818349289740,0.284329312589461,0.590102705627282,0.148801114525785,0.164024746412181
270,0.426633199381427,0.147497624383717,0.288207386188063,0.695049586089508,0.140279459933373,0.140279459933373
460,0.425685350085428,0.175977245746161,0.221274744825972,0.648491465815105,0.140279459933373,0.140279459933373
837,0.622904705251892,0.417132025922147,0.378617765257579,0.633503788623644,0.270905253648299,0.188884569174318
295,0.393155485097713,0.524641044535778,0.49459052794554,0.696802403180819,0.140279459933373,0.428527399760189
719,0.628206394540431,0.426633199381427,0.281431899695417,0.504646384858735,0.238033800236652,0.163123316426449
950,0.668723907006677,0.429473753439024,0.309756707604237,0.600763302119727,0.16357228121085,0.198109430350217
818,0.615828741507218,0.438910260048710,0.324563618926047,0.546296562840502,0.151189670120080,0.140279459933373
744,0.673994424070159,0.37179664134119,0.254108759679802,0.633503788623644,0.174364837136968,0.140279459933373
953,0.629972659733243,0.464154311336516,0.330492731245164,0.542697607586951,0.150148946700048,0.207376318697083
612,0.573173308757861,0.350225945404854,0.235439936165745,0.57585075439854,0.200188610986799,0.140279459933373
597,0.608744246353995,0.377644706128292,0.300905518027404,0.484491855840873,0.183967824035887,0.187010622123131
637,0.561550463611059,0.355144025044986,0.325551793923222,0.61405843859737,0.201594638931909,0.172787005806565
632,0.598100289370352,0.37179664134119,0.318636108753548,0.493674279807102,0.195393227873188,0.140539522938054
361,0.441731771836077,0.157195124574254,0.140279459933373,0.536389829011528,0.140279459933373,0.144131604573628
561,0.596324170558622,0.302869127130412,0.245075200706715,0.63703309779987,0.205178843545358,0.153350162717428
944,0.528260989528785,0.296006914761259,0.202303599215116,0.535487690890414,0.153350162717428,0.160077057692081
606,0.588323660284695,0.414271770359505,0.234581247743386,0.525546453481271,0.171243398019944,0.178742307944130
432,0.564235724377818,0.372772455485757,0.357108931824631,0.622904705251892,0.235439936165745,0.178742307944130
690,0.689789572931803,0.365932579194558,0.359072414588444,0.638797087949753,0.202303599215116,0.212638240623736
166,0.365932579194558,0.175977245746161,0.231177046607856,0.536389829011528,0.140279459933373,0.140279459933373
662,0.592770024376564,0.437968797820157,0.382505251364152,0.604311860230174,0.271855157449252,0.190154027575454
618,0.621136485069615,0.390256851013871,0.284329312589461,0.618483198986599,0.203733362812729,0.187631241909896
773,0.606085249352797,0.377644706128292,0.246862287018223,0.564235724377818,0.155619579790919,0.189517281185082
170,0.423788147113161,0.229493730258852,0.214949882112267,0.245075200706715,0.164940248736627,0.175977245746161
664,0.584763524220902,0.381534098529382,0.325551793923222,0.493674279807102,0.159237162188545,0.165869963138432
801,0.6678452031824,0.310742219942023,0.311728055196152,0.546296562840502,0.218876016213984,0.140279459933373
693,0.586543936638165,0.363974517009122,0.32950458986508,0.521923099581909,0.188884569174318,0.205178843545358
172,0.466939252082330,0.16357228121085,0.166814026627726,0.51193448587976,0.162235816543637,0.160077057692081
614,0.630855615748439,0.415225700022613,0.237166246337142,0.546296562840502,0.199491561253654,0.156400988328558
655,0.627323083479833,0.346286080835727,0.346286080835727,0.61494365721071,0.243298519444439,0.157597013980819
647,0.629972659733243,0.453909567952752,0.296006914761259,0.505558530479263,0.168257318749387,0.165403320798019
182,0.538193325982493,0.220471637257467,0.210360301592275,0.439851241970584,0.148801114525785,0.170736402643872
175,0.431364974573073,0.196066256873814,0.192741366843982,0.296985336054750,0.159655442358187,0.148801114525785
747,0.639678919993987,0.322587416871138,0.270905253648299,0.631738455286738,0.228656878414890,0.213405068833102
572,0.593658802575914,0.372772455485757,0.253194757033311,0.566919113760625,0.197424363331222,0.196066256873814
588,0.583873056414207,0.341355528691973,0.193398287644562,0.619367756469412,0.140279459933373,0.16357228121085
740,0.630855615748439,0.43702685358426,0.254108759679802,0.585653817185493,0.214949882112267,0.151189670120080
731,0.639678919993987,0.404704249910189,0.279506090033501,0.574958463059337,0.145622826217966,0.191439626593958
545,0.612287594171303,0.412362374614871,0.26336509235663,0.537291706764252,0.158002143279100,0.16357228121085
513,0.573173308757861,0.322587416871138,0.315674182764382,0.603424944919196,0.236301613614802,0.205907447843523
561,0.521016538660012,0.394120687044045,0.347271459448055,0.702059351675758,0.291125967010989,0.313700605163659
519,0.479886604427388,0.200188610986799,0.215727826366646,0.466011361565902,0.140279459933373,0.146237238572002
588,0.581200590507501,0.363974517009122,0.295029198942614,0.478964395469008,0.191439626593958,0.140279459933373
693,0.593658802575914,0.426633199381427,0.244185541162083,0.568707020795868,0.222081350052879,0.194724220966719
734,0.635268667058686,0.442671323317129,0.296985336054750,0.517387345588464,0.220471637257467,0.140279459933373
750,0.621136485069615,0.320611530912211,0.266179795115631,0.66608754581422,0.231177046607856,0.143266847840142
901,0.691543175287256,0.429473753439024,0.379590352485876,0.565130393380684,0.219672052767678,0.192088479379025
411,0.457641082102348,0.196066256873814,0.217294683481912,0.432309844864813,0.140801836156987,0.156400988328558
853,0.615828741507218,0.416179118323367,0.363974517009122,0.536389829011528,0.193398287644562,0.196066256873814
713,0.558863289375474,0.367888982200334,0.353177756395209,0.51193448587976,0.140279459933373,0.150492979148870
829,0.643205181411445,0.444549008408857,0.365932579194558,0.557967132030868,0.232023448734304,0.165869963138432
593,0.622020658211421,0.389289635189169,0.271855157449252,0.556174158820723,0.162677834203278,0.140279459933373
665,0.596324170558622,0.357108931824631,0.222081350052879,0.583873056414207,0.140279459933373,0.174364837136968
786,0.589213267095234,0.375697185802696,0.290152214217331,0.4964219650051,0.140801836156987,0.160077057692081
700,0.610516199655431,0.382505251364152,0.366910990862085,0.518295090270738,0.196066256873814,0.160502026996677
629,0.589213267095234,0.39218977751084,0.291125967010989,0.557967132030868,0.159655442358187,0.140539522938054
215,0.579418047575081,0.344314559496454,0.339381807952053,0.59454741884471,0.183371292540019,0.140279459933373
731,0.601650667029677,0.41331732873535,0.404704249910189,0.620252184825136,0.250466494772263,0.208860644258667
739,0.606971725447777,0.319623752397046,0.297964434643167,0.661691913619881,0.189517281185082,0.183967824035887
306,0.387353706987488,0.55975922935761,0.505558530479263,0.690666407645512,0.222891426963376,0.412362374614871
620,0.61494365721071,0.317648619366148,0.226992939983781,0.59099197716754,0.185172899926102,0.188255890082703
929,0.645848781067736,0.426633199381427,0.358090854945044,0.492757675678563,0.203733362812729,0.172787005806565
561,0.622020658211421,0.429473753439024,0.399901217123282,0.664329550930648,0.250466494772263,0.208116557082828
700,0.606085249352797,0.359072414588444,0.341355528691973,0.612287594171303,0.187631241909896,0.144424803121843
192,0.439851241970584,0.185781454960399,0.16634019279706,0.292100571713878,0.157597013980819,0.160930368981928
720,0.642323774366231,0.358090854945044,0.283362392853609,0.660812526368302,0.140279459933373,0.140279459933373
570,0.571387382661058,0.36005360357005,0.344314559496454,0.610516199655431,0.140279459933373,0.164024746412181
662,0.636150937944643,0.315674182764382,0.244185541162083,0.608744246353995,0.152618104976752,0.162677834203278
584,0.502821101328797,0.372772455485757,0.359072414588444,0.572280442910804,0.237166246337142,0.208116557082828
574,0.57585075439854,0.351210191887716,0.372772455485757,0.641442262346675,0.279506090033501,0.171243398019944
716,0.632621179272578,0.453909567952752,0.279506090033501,0.503733909185275,0.149133866930996,0.140279459933373
352,0.415225700022613,0.505558530479263,0.26336509235663,0.680139802349038,0.676628615387707,0.454843116219575
229,0.397976414823837,0.185172899926102,0.167291481291287,0.672237905577799,0.140279459933373,0.140279459933373
721,0.601650667029677,0.427580548847338,0.266179795115631,0.617598511353537,0.140279459933373,0.175977245746161
659,0.617598511353537,0.376671178467619,0.286266334773665,0.558863289375474,0.150839880430613,0.200889639762023
406,0.445487145704544,0.522829369551227,0.296985336054750,0.695926026550246,0.737055063709492,0.557967132030868
688,0.592770024376564,0.378617765257579,0.292100571713878,0.469720411442728,0.200889639762023,0.177071557205383
723,0.621136485069615,0.32159942528535,0.257786672914962,0.602537880906253,0.244185541162083,0.140279459933373
910,0.637915147508898,0.424736999725661,0.353177756395209,0.537291706764252,0.152256565618780,0.140279459933373
576,0.539995796104345,0.349241401529061,0.240653643199231,0.61405843859737,0.214949882112267,0.164480729737195
511,0.572280442910804,0.381534098529382,0.362994878061971,0.609630293401202,0.221274744825972,0.211875157547888
655,0.452041119617036,0.278545025785751,0.232872971194181,0.57585075439854,0.144131604573628,0.155619579790919
1022,0.58030940985411,0.384446102799712,0.32950458986508,0.504646384858735,0.192088479379025,0.192741366843982
342,0.558863289375474,0.393155485097713,0.369843682925459,0.637915147508898,0.203733362812729,0.162677834203278
639,0.500080663267207,0.334444602573969,0.218083551882790,0.473422844172892,0.281431899695417,0.199491561253654
577,0.598100289370352,0.455776216619560,0.245075200706715,0.531876497718254,0.223704949036996,0.158410531669826
502,0.469720411442728,0.238904240888872,0.234581247743386,0.529165277729617,0.146862120354825,0.341355528691973
331,0.410450927071570,0.549891666487745,0.302869127130412,0.696802403180819,0.236301613614802,0.420938564569721
890,0.622020658211421,0.397013246974146,0.383475920330798,0.513753336846181,0.221274744825972,0.157597013980819
651,0.648491465815105,0.346286080835727,0.273759486818862,0.66608754581422,0.208860644258667,0.140279459933373
552,0.56334084744967,0.326539995183568,0.253194757033311,0.41331732873535,0.179307075461499,0.140279459933373
554,0.602537880906253,0.378617765257579,0.357108931824631,0.598988114480156,0.198109430350217,0.150839880430613
707,0.624672424998259,0.299924552865763,0.341355528691973,0.613173084606865,0.188884569174318,0.172268685450245
311,0.391223565654671,0.582982412426427,0.178181472416481,0.69417308126887,0.71606756116802,0.442671323317129
537,0.576742857104671,0.388321919900050,0.253194757033311,0.529165277729617,0.187010622123131,0.172268685450245
592,0.596324170558622,0.376671178467619,0.250466494772263,0.571387382661058,0.199491561253654,0.140279459933373
558,0.59099197716754,0.316661303992259,0.284329312589461,0.639678919993987,0.140279459933373,0.167772573247934
714,0.600763302119727,0.445487145704544,0.245967461561916,0.568707020795868,0.175435913518267,0.14298348025674
842,0.576742857104671,0.387353706987488,0.359072414588444,0.504646384858735,0.185781454960399,0.154094323280450
656,0.644086484322101,0.389289635189169,0.238904240888872,0.587433883900336,0.187010622123131,0.149469410107982
557,0.49459052794554,0.196066256873814,0.215727826366646,0.544497573622266,0.140279459933373,0.140279459933373
767,0.612287594171303,0.367888982200334,0.36005360357005,0.661691913619881,0.195393227873188,0.187010622123131
666,0.618483198986599,0.400862850180983,0.281431899695417,0.599875784998553,0.215727826366646,0.152618104976752
467,0.456708871220304,0.363974517009122,0.203016510694019,0.502821101328797,0.174898448025698,0.140279459933373
843,0.650252758171119,0.342342090635241,0.338394673319409,0.664329550930648,0.140279459933373,0.140279459933373
673,0.643205181411445,0.331480818156256,0.245075200706715,0.59454741884471,0.226992939983781,0.147178535004063
896,0.690666407645512,0.464154311336516,0.367888982200334,0.536389829011528,0.210360301592275,0.156400988328558
294,0.479886604427388,0.187010622123131,0.226165913043895,0.681017412481438,0.140279459933373,0.140279459933373
827,0.655534316836593,0.315674182764382,0.350225945404854,0.620252184825136,0.238033800236652,0.201594638931909
690,0.619367756469412,0.402784577338547,0.255943411389996,0.522829369551227,0.213405068833102,0.157195124574254
655,0.604311860230174,0.332468835480985,0.274713840722163,0.583873056414207,0.161362102255135,0.175435913518267
765,0.658173830133798,0.417132025922147,0.319623752397046,0.545397189457851,0.201594638931909,0.154094323280450
491,0.452041119617036,0.148801114525785,0.264301525715948,0.669602528491819,0.190794809258731,0.180448444205294
625,0.644086484322101,0.424736999725661,0.267121556704060,0.631738455286738,0.274713840722163,0.165869963138432
871,0.591881082994116,0.369843682925459,0.381534098529382,0.485411763012758,0.200188610986799,0.177071557205383
649,0.553483028327823,0.389289635189169,0.266179795115631,0.493674279807102,0.140279459933373,0.160077057692081
815,0.646729776551258,0.394120687044045,0.269956905233921,0.603424944919196,0.211115838461421,0.160077057692081
671,0.626439652176295,0.404704249910189,0.204454144375473,0.557967132030868,0.151542367809210,0.164024746412181
973,0.610516199655431,0.399901217123282,0.306802338059224,0.524641044535778,0.219672052767678,0.178181472416481
314,0.448298759169222,0.215727826366646,0.200188610986799,0.226165913043895,0.148143904307162,0.166814026627726
1001,0.595435874427052,0.438910260048710,0.386384998416716,0.546296562840502,0.178742307944130,0.198109430350217
566,0.632621179272578,0.402784577338547,0.297964434643167,0.51193448587976,0.155619579790919,0.143266847840142
788,0.586543936638165,0.472497848634527,0.429473753439024,0.635268667058686,0.189517281185082,0.140279459933373
257,0.417132025922147,0.165869963138432,0.250466494772263,0.684527124733494,0.160930368981928,0.140279459933373
505,0.601650667029677,0.430419611243593,0.278545025785751,0.569600673082815,0.251373586915138,0.153350162717428
190,0.415225700022613,0.236301613614802,0.241532534498303,0.224521889216861,0.183371292540019,0.140279459933373
342,0.462295554374572,0.181605650010004,0.169237834303805,0.254108759679802,0.160502026996677,0.146862120354825
578,0.593658802575914,0.42188893060604,0.26806502014066,0.51920253600366,0.140279459933373,0.171243398019944
744,0.589213267095234,0.389289635189169,0.349241401529061,0.613173084606865,0.250466494772263,0.190154027575454
376,0.567813168189284,0.359072414588444,0.32950458986508,0.615828741507218,0.150492979148870,0.140279459933373
